,Nom,Prix,Mise_en_circulation,Première Main,Kilometrage,Carburant,Boîte de vitesse,Puissance fiscale,Puissance_din
8601,Citroën C3 Aircross,15699.0,03/07/2019,0.0,76465.0,Diesel,Boîte manuelle 6 rapports,5.0,102.0
8602,Ford Fiesta,11999.0,30/01/2018,0.0,62090.0,Diesel,Boîte manuelle 6 rapports,4.0,85.0
8603,Citroën C1,11699.0,30/04/2019,0.0,19021.0,Essence,Boîte manuelle 5 rapports,4.0,72.0
8604,Peugeot 308 SW,15799.0,16/07/2018,0.0,79793.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
8605,Nissan Juke,12499.0,30/09/2015,0.0,91192.0,Essence,Boîte manuelle 6 rapports,6.0,115.0
8606,Opel Corsa,16599.0,26/06/2020,0.0,14258.0,Essence,Boîte manuelle,4.0,75.0
8607,Ford PUMA,30399.0,02/11/2022,1.0,0.0,Micro-hybride essence,Boîte automatique 7 rapports,6.0,125.0
8608,Peugeot 2008 Nouveau,20999.0,02/04/2021,0.0,28537.0,Diesel,Boîte manuelle 6 rapports,5.0,110.0
8609,Fiat 500X,15999.0,23/08/2018,0.0,7730.0,Essence,Boîte manuelle,,6.0
8610,Peugeot 308 Nouvelle,27999.0,25/08/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
8611,Citroën Berlingo,24099.0,11/03/2019,0.0,35564.0,Essence,Boîte manuelle,,6.0
8612,Renault Scénic 4,20799.0,04/12/2018,0.0,34081.0,Essence,Boîte automatique 7 rapports,7.0,140.0
8613,Mercedes Classe A,28479.0,27/04/2021,0.0,26696.0,Essence,Boîte manuelle,,5.0
8614,Ford Ecosport,17499.0,30/07/2018,0.0,30795.0,Essence,Boîte manuelle 6 rapports,6.0,125.0
8615,Fiat Tipo,19599.0,25/10/2021,0.0,17853.0,Essence,Boîte manuelle,5.0,101.0
8616,Kia Stonic,20999.0,29/07/2021,0.0,29325.0,Micro-hybride essence,Boîte manuelle,6.0,120.0
8617,Citroën C3 Aircross Nouveau,18299.0,22/03/2022,0.0,13104.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
8618,Jeep Renegade,26066.0,04/04/2022,0.0,16409.0,Essence,Boîte manuelle,6.0,120.0
8619,Kia Sportage,22999.0,15/04/2019,0.0,57985.0,Diesel,Boîte automatique 7 rapports,7.0,136.0
8620,Opel Crossland X,21299.0,26/01/2021,0.0,3834.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
8621,DS DS3 Crossback,27819.0,24/08/2021,0.0,24523.0,Essence,Boîte automatique,6.0,130.0
8622,Mercedes GLA,26999.0,10/08/2018,0.0,71887.0,Essence,Boîte automatique 7 rapports,9.0,156.0
8623,Smart FORTWO,19999.0,28/02/2017,0.0,46947.0,Essence,Boîte automatique 6 rapports,5.0,109.0
8624,Citroën C4 Nouvelle,23499.0,31/05/2021,0.0,6232.0,Essence,Boîte manuelle 6 rapports,7.0,131.0
8625,BMW X1,28099.0,08/06/2018,0.0,62101.0,Diesel,Boîte automatique,10.0,190.0
8626,Opel Mokka,24852.0,14/04/2022,0.0,14926.0,Essence,Boîte automatique,7.0,131.0
8627,Mini Countryman,22949.0,06/02/2018,0.0,41550.0,Essence,Boîte manuelle,6.0,102.0
8628,Volkswagen Golf 8,26399.0,22/09/2020,0.0,22346.0,Diesel,Boîte manuelle,6.0,115.0
8629,Ford Focus,25707.0,25/08/2021,0.0,28270.0,Essence,Boîte automatique,8.0,150.0
8630,Seat Ibiza,21799.0,30/04/2021,0.0,23215.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
8631,Seat Arona,21099.0,25/01/2020,0.0,25222.0,,,6.0,115.0
8632,DS DS7 CROSSBACK,30990.0,17/03/2020,0.0,35000.0,Essence,Boîte automatique 8 rapports,10.0,180.0
8633,Mercedes Classe B,25999.0,27/01/2020,0.0,44941.0,Diesel,Boîte automatique 7 rapports,6.0,116.0
8634,Audi A1 Sportback,31399.0,24/11/2022,1.0,0.0,Essence,Boîte automatique 7 rapports,6.0,110.0
8635,Hyundai Tucson,25799.0,19/06/2020,0.0,62368.0,Hybride diesel,Boîte automatique,7.0,136.0
8636,Peugeot 508,27999.0,25/11/2019,0.0,37516.0,Essence,Boîte automatique 8 rapports,9.0,180.0
8637,Citroën GRAND C4 SPACETOURER,26999.0,30/03/2021,0.0,29580.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
8638,Volkswagen T-Cross,26446.0,09/05/2022,0.0,7486.0,Essence,Boîte manuelle,,5.0
8639,Skoda SCALA,23499.0,20/12/2019,0.0,24820.0,Essence,Boîte automatique 7 rapports,8.0,150.0
8640,Renault Arkana,28612.0,21/06/2022,0.0,10.0,Essence,Boîte automatique,7.0,140.0
8641,Opel Crossland,22399.0,30/08/2022,1.0,0.0,,,6.0,110.0
8642,Seat Leon,26499.0,11/01/2021,0.0,30802.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
8643,Skoda Kamiq,25839.0,03/08/2021,0.0,18359.0,Essence,Boîte automatique,,5.0
8644,Nissan Leaf Nouvelle,22499.0,05/12/2019,0.0,22170.0,270 km,Électrique,,4.0
8645,Volkswagen Golf,29499.0,31/05/2021,0.0,25705.0,Diesel,Boîte automatique,,8.0
8646,Tesla MODEL 3,38499.0,26/10/2021,0.0,8001.0,448 km,Électrique,,7.0
8647,Kia Ceed,27999.0,29/06/2021,0.0,33407.0,,,5.0,141.0
8648,Skoda Octavia,27099.0,31/08/2020,0.0,17204.0,Essence,Boîte manuelle,,7.0
8649,Kia Xceed,29199.0,07/09/2021,0.0,21785.0,Micro-hybride diesel,Boîte automatique,,7.0
8650,Jeep Compass,32808.0,31/01/2022,0.0,9284.0,Essence,Boîte automatique,8.0,150.0
8651,Skoda Karoq,33659.0,29/07/2021,0.0,15508.0,Diesel,Boîte automatique,,5.0
8652,BMW Série 3,32413.0,31/07/2019,0.0,59517.0,Diesel,Boîte automatique,10.0,190.0
8653,Toyota RAV4,36599.0,15/04/2021,0.0,41315.0,Hybride essence,Boîte automatique 1 rapport,9.0,178.0
8654,Opel Grandland X,37299.0,14/05/2021,0.0,8635.0,Hybride essence rechargeable,Boîte automatique,14.0,300.0
8655,Mercedes GLC,37499.0,08/01/2019,0.0,82464.0,Diesel,Boîte automatique 9 rapports,12.0,204.0
8656,Alfa Romeo Stelvio,35426.0,05/06/2018,0.0,52520.0,Essence,Boîte automatique,17.0,280.0
8657,Audi A5 Sportback,34699.0,20/03/2019,0.0,83450.0,Diesel,Boîte automatique,10.0,190.0
8658,Audi Q3 Nouveau,40199.0,01/10/2022,1.0,0.0,Micro-hybride essence,Boîte automatique 7 rapports,8.0,150.0
8659,Cupra FORMENTOR,35399.0,07/07/2022,1.0,0.0,Essence,Boîte automatique 7 rapports,8.0,150.0
8660,Seat Ateca,35899.0,15/09/2022,1.0,0.0,Essence,Boîte automatique,8.0,150.0
8661,Mercedes CLA Shooting Brake,40159.0,21/06/2021,0.0,8485.0,Diesel,Boîte automatique,8.0,150.0
8662,Citroën C5 X,46799.0,28/07/2022,1.0,0.0,Hybride essence rechargeable,Boîte automatique 8 rapports,13.0,225.0
8663,Renault MASTER FOURGON,39599.0,17/11/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,8.0,150.0
8664,Opel MOVANO FOURGON,38399.0,13/10/2022,1.0,0.0,,,7.0,140.0
8665,Alfa Romeo Giulia,41399.0,21/06/2022,0.0,10.0,Diesel,Boîte automatique,10.0,190.0
8666,Peugeot 508 SW,41699.0,22/10/2021,1.0,0.0,Essence,Boîte automatique 8 rapports,10.0,180.0
8667,Toyota RAV 4 Nouveau,46699.0,03/01/2023,1.0,0.0,Hybride essence,Boîte automatique 1 rapport,,9.0
8668,Audi Q3 Sportback,52399.0,30/11/2022,1.0,0.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
8669,Volvo XC60,51203.0,11/11/2021,0.0,16581.0,,,11.0,197.0
8670,BMW X3,52691.0,27/06/2022,0.0,8350.0,Micro-hybride diesel,Boîte automatique,10.0,190.0
8671,Audi Q5,59873.0,13/04/2022,0.0,10.0,Micro-hybride diesel,Boîte automatique,9.0,163.0
8672,Audi Q5 SPORTBACK,60662.0,29/06/2022,0.0,10.0,,,9.0,163.0
8673,Audi Q3,15499.0,17/07/2012,0.0,144832.0,Diesel,Boîte manuelle 6 rapports,8.0,140.0
8674,Suzuki Swift,18499.0,17/03/2022,0.0,6677.0,Essence,Boîte manuelle 5 rapports,4.0,83.0
8675,Mini Clubman,17199.0,09/01/2018,0.0,101377.0,Essence,Boîte automatique 6 rapports,7.0,136.0
8676,Opel Mokka X,14799.0,28/06/2017,0.0,92606.0,Essence,Boîte manuelle 6 rapports,8.0,140.0
8677,Ford C-Max,14999.0,13/01/2017,0.0,66800.0,Essence,Boîte manuelle 6 rapports,6.0,125.0
8678,Renault Talisman,19499.0,20/12/2017,0.0,67612.0,Essence,Boîte automatique 7 rapports,8.0,150.0
8679,Mercedes Classe A Nouvelle,29899.0,18/12/2018,0.0,41988.0,Essence,Boîte automatique 7 rapports,7.0,136.0
8680,Skoda Kodiaq,32999.0,27/06/2018,0.0,69159.0,Diesel,Boîte automatique 7 rapports,11.0,190.0
8681,BMW X2,34399.0,19/11/2018,0.0,20298.0,,,10.0,190.0
8682,Peugeot 208,11999.0,01/04/2019,0.0,50741.0,Essence,Boîte manuelle 5 rapports,4.0,68.0
8683,Peugeot 3008,19499.0,05/05/2017,0.0,78918.0,Diesel,Boîte manuelle 6 rapports,6.0,120.0
8684,Peugeot 2008,12999.0,26/11/2018,0.0,115568.0,Diesel,Boîte manuelle 6 rapports,5.0,100.0
8685,Dacia Duster,24199.0,13/10/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
8686,Peugeot 308,17999.0,30/10/2019,0.0,27426.0,Essence,Boîte manuelle,6.0,110.0
8687,Dacia Sandero,13199.0,23/12/2020,0.0,19647.0,Essence,Boîte manuelle,,3.0
8688,Citroën C3,12999.0,12/09/2018,0.0,51185.0,Essence,Boîte manuelle 5 rapports,4.0,82.0
8689,Renault Captur,14999.0,16/05/2018,0.0,48974.0,Essence,Boîte manuelle 6 rapports,6.0,120.0
8690,Volkswagen Polo,11999.0,21/09/2015,0.0,100556.0,Essence,Boîte manuelle 5 rapports,5.0,90.0
8691,Renault Twingo 3,11999.0,09/11/2018,0.0,33892.0,Essence,Boîte manuelle 5 rapports,4.0,70.0
8692,Nissan Qashqai,19999.0,24/08/2019,0.0,65543.0,Diesel,Boîte manuelle 6 rapports,6.0,115.0
8693,Fiat 500,10699.0,18/08/2016,0.0,63510.0,Essence,Boîte manuelle 5 rapports,4.0,69.0
8694,Renault Zoé,9499.0,20/06/2016,0.0,85158.0,188 km,Électrique,,1.0
8695,Renault Kadjar,17499.0,26/11/2018,0.0,62771.0,Diesel,Boîte manuelle 6 rapports,6.0,115.0
8696,Citroën C4 Cactus,16499.0,30/01/2019,0.0,59656.0,Essence,Boîte manuelle 6 rapports,5.0,110.0
8697,Citroën C3 Nouvelle,14099.0,14/06/2021,0.0,34632.0,Essence,Boîte manuelle 5 rapports,4.0,83.0
8698,Renault Clio 5,18899.0,01/12/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,5.0,91.0
8699,Toyota Yaris,14299.0,07/07/2020,0.0,20035.0,Essence,Boîte manuelle 5 rapports,4.0,72.0
8700,Peugeot 208 Nouvelle,17999.0,21/02/2020,0.0,39804.0,Essence,Boîte manuelle 6 rapports,5.0,100.0
8701,Volkswagen Golf 7,17699.0,30/04/2019,0.0,45290.0,Essence,Boîte manuelle 6 rapports,6.0,115.0
8702,Renault Mégane 4,18999.0,26/03/2018,0.0,27207.0,Diesel,Boîte manuelle 6 rapports,6.0,130.0
8703,Citroën C3 Aircross,17799.0,29/04/2019,0.0,50676.0,Essence,Boîte manuelle 6 rapports,5.0,110.0
8704,Citroën C1,11499.0,18/11/2020,0.0,13216.0,Essence,Boîte manuelle 5 rapports,4.0,72.0
8705,Ford Fiesta,12499.0,04/05/2017,0.0,69962.0,Essence,Boîte manuelle 5 rapports,5.0,100.0
8706,Peugeot 308 SW,15999.0,13/12/2018,0.0,77132.0,Diesel,Boîte manuelle,5.0,100.0
8707,Peugeot 108,11999.0,27/06/2019,0.0,29333.0,Essence,Boîte manuelle 5 rapports,4.0,72.0
8708,Nissan Juke,13599.0,23/06/2016,0.0,74692.0,Essence,Boîte manuelle 6 rapports,6.0,115.0
8709,Peugeot 2008 Nouveau,22499.0,27/02/2020,0.0,15154.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
8710,Opel Corsa,18699.0,23/11/2020,0.0,14422.0,Essence,Boîte automatique 8 rapports,5.0,100.0
8711,Fiat 500X,15499.0,17/11/2017,0.0,68280.0,Essence,Boîte automatique 6 rapports,7.0,140.0
8712,Citroën C5 Aircross,29399.0,29/06/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,7.0,131.0
8713,Peugeot 5008,26999.0,28/11/2017,0.0,41313.0,Diesel,Boîte manuelle 6 rapports,8.0,150.0
8714,Citroën C4,14999.0,17/10/2016,0.0,75150.0,Diesel,Boîte automatique 6 rapports,6.0,120.0
8715,Audi A1 Sportback,25999.0,22/12/2020,0.0,3638.0,Essence,Boîte automatique,,5.0
8716,Toyota C-HR,23999.0,07/02/2019,0.0,33449.0,Hybride essence,Boîte automatique 1 rapport,4.0,98.0
8717,Mini Mini,17099.0,01/03/2017,0.0,49199.0,Diesel,Boîte manuelle,4.0,95.0
8718,Citroën C4 Picasso,18999.0,12/09/2018,0.0,77707.0,Essence,Boîte automatique 6 rapports,7.0,131.0
8719,Audi A3 Sportback,23299.0,12/05/2017,0.0,48904.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
8720,BMW Série 1,27299.0,30/06/2020,0.0,52217.0,Diesel,Boîte automatique 8 rapports,8.0,150.0
8721,DS DS 3,14999.0,25/06/2015,0.0,55590.0,Essence,Boîte manuelle 6 rapports,9.0,165.0
8722,Volkswagen Tiguan,22999.0,29/06/2018,0.0,93125.0,Diesel,Boîte manuelle 6 rapports,6.0,115.0
8723,Skoda Fabia,15999.0,08/06/2022,0.0,6082.0,Essence,Boîte manuelle 5 rapports,4.0,80.0
8724,Volkswagen T-Roc,27963.0,08/06/2021,0.0,21490.0,Essence,Boîte automatique 7 rapports,8.0,150.0
8725,Nissan Micra,16999.0,02/10/2020,0.0,33119.0,Essence,Boîte automatique 7 rapports,5.0,100.0
8726,Peugeot 308 Nouvelle,28399.0,13/10/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
8727,Opel Corsa Nouvelle,16499.0,25/03/2021,0.0,36618.0,Essence,Boîte manuelle 6 rapports,5.0,100.0
8728,Citroën Berlingo,25599.0,31/03/2021,0.0,12650.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
8729,Renault Scénic 4,19999.0,17/04/2019,0.0,55298.0,Diesel,Boîte manuelle 6 rapports,6.0,120.0
8730,Mercedes Classe A,32999.0,25/01/2021,0.0,36941.0,Essence,Boîte automatique 7 rapports,9.0,163.0
8731,Citroën C3 Aircross Nouveau,18199.0,11/04/2022,0.0,14219.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
8732,Kia Sportage,22999.0,09/05/2019,0.0,90208.0,Diesel,Boîte automatique 7 rapports,7.0,136.0
8733,Jeep Renegade,27066.0,04/04/2022,0.0,14090.0,Essence,Boîte manuelle,6.0,120.0
8734,DS DS3 Crossback,27887.0,31/07/2020,0.0,27750.0,Essence,Boîte automatique,,6.0
8735,Smart FORTWO,20999.0,24/08/2021,0.0,9240.0,118 km,Électrique,,1.0
8736,Ford Ecosport,21999.0,05/01/2022,0.0,17530.0,Essence,Boîte manuelle 6 rapports,6.0,125.0
8737,Citroën C4 Nouvelle,22999.0,29/10/2021,0.0,28255.0,Essence,Boîte manuelle 6 rapports,7.0,131.0
8738,Ford PUMA,21599.0,15/09/2020,0.0,45777.0,Essence,Boîte automatique 7 rapports,6.0,125.0
8739,Mercedes GLA,28699.0,05/11/2018,0.0,58116.0,Diesel,Boîte automatique 7 rapports,10.0,170.0
8740,Kia Stonic,22999.0,19/04/2022,0.0,11652.0,Micro-hybride essence,Boîte manuelle 6 rapports,6.0,120.0
8741,Volkswagen Golf 8,26499.0,20/07/2021,0.0,9541.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
8742,BMW X1,30032.0,24/04/2019,0.0,23460.0,Diesel,Boîte automatique,8.0,150.0
8743,DS DS7 Crossback,31199.0,07/01/2020,0.0,53093.0,Diesel,Boîte automatique,6.0,130.0
8744,Ford Kuga,26799.0,03/12/2019,0.0,44954.0,Bio éthanol / Essence,Boîte manuelle,9.0,150.0
8745,Seat Arona,23499.0,14/09/2021,0.0,8727.0,Essence,Boîte automatique 7 rapports,6.0,110.0
8746,Peugeot 508,27499.0,01/12/2021,0.0,15421.0,Diesel,Boîte automatique 8 rapports,7.0,130.0
8747,Mini Countryman,26999.0,24/09/2019,0.0,42796.0,Diesel,Boîte automatique 8 rapports,8.0,150.0
8748,Citroën GRAND C4 SPACETOURER,30999.0,10/05/2022,1.0,0.0,Diesel,Boîte automatique 8 rapports,7.0,130.0
8749,Renault Arkana,29999.0,29/11/2021,0.0,12108.0,Hybride essence,Boîte automatique 4 rapports,5.0,94.0
8750,Opel Mokka,29488.0,22/02/2022,0.0,10.0,Essence,Boîte automatique,7.0,130.0
8751,Mercedes Classe B,29099.0,22/09/2020,0.0,10400.0,Diesel,Boîte automatique,6.0,116.0
8752,Hyundai Tucson,30799.0,29/07/2021,0.0,922.0,Micro-hybride essence,Boîte manuelle,8.0,150.0
8753,Opel Crossland,23999.0,29/09/2021,0.0,16280.0,,,7.0,131.0
8754,Skoda Kamiq,26599.0,16/11/2021,0.0,17786.0,Essence,Boîte manuelle,,7.0
8755,Volkswagen T-Cross,30004.0,21/04/2022,0.0,5900.0,,,6.0,110.0
8756,Skoda Scala,25299.0,30/07/2021,0.0,12738.0,Essence,Boîte manuelle,,7.0
8757,Tesla MODEL 3,37499.0,03/09/2021,0.0,20714.0,448 km,Électrique,,7.0
8758,Volkswagen Golf,29199.0,16/10/2020,0.0,58287.0,Diesel,Boîte automatique,8.0,150.0
8759,Nissan Leaf Nouvelle,24999.0,30/11/2021,0.0,23547.0,270 km,Électrique,,6.0
8760,Seat Leon,29199.0,18/05/2021,0.0,17430.0,Diesel,Boîte automatique,8.0,150.0
8761,Kia Ceed,27159.0,16/12/2021,0.0,15608.0,,,,8.0
8762,Kia Xceed,29199.0,05/09/2021,0.0,34648.0,Micro-hybride diesel,Boîte automatique,,7.0
8763,Jeep Compass,34999.0,02/11/2020,0.0,19595.0,Hybride essence rechargeable,Boîte automatique 6 rapports,10.0,180.0
8764,Skoda Karoq,34219.0,23/08/2021,0.0,19359.0,Essence,Boîte automatique,,7.0
8765,Mercedes GLC,38999.0,24/09/2019,0.0,46086.0,Diesel,Boîte automatique 9 rapports,9.0,163.0
8766,Alfa Romeo Stelvio,35875.0,30/11/2017,0.0,42226.0,,,,17.0
8767,Seat Ateca,35899.0,15/09/2022,1.0,0.0,Essence,Boîte automatique,8.0,150.0
8768,Cupra FORMENTOR,37999.0,03/05/2022,1.0,0.0,Essence,Boîte automatique 7 rapports,8.0,150.0
8769,Audi Q3 Nouveau,37699.0,21/07/2021,0.0,19158.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
8770,Mercedes CLA Shooting Brake,40399.0,16/12/2020,0.0,12800.0,Diesel,Boîte automatique,7.0,150.0
8771,BMW Série 3,39999.0,09/09/2019,0.0,57128.0,Diesel,Boîte automatique 8 rapports,16.0,265.0
8772,Audi A5 Sportback,39999.0,11/06/2020,0.0,31863.0,Diesel,Boîte automatique 7 rapports,10.0,190.0
8773,Citroën C5 X,46799.0,28/07/2022,1.0,0.0,Hybride essence rechargeable,Boîte automatique 8 rapports,18.0,225.0
8774,Renault MASTER FOURGON,40099.0,17/11/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,8.0,150.0
8775,Opel MOVANO FOURGON,38799.0,04/10/2022,1.0,0.0,,,7.0,165.0
8776,Audi Q2,41399.0,12/04/2022,1.0,0.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
8777,Peugeot 508 SW,45399.0,22/11/2021,1.0,0.0,Essence,Boîte automatique 8 rapports,13.0,225.0
8778,Toyota RAV 4 Nouveau,47499.0,29/12/2021,0.0,16269.0,Hybride essence rechargeable,Boîte automatique 1 rapport,10.0,185.0
8779,Alfa Romeo Giulia,48232.0,10/06/2022,0.0,25.0,Essence,Boîte automatique,11.0,200.0
8780,Volvo XC60,51203.0,11/11/2021,0.0,22836.0,,,11.0,197.0
8781,BMW X3,54599.0,30/04/2021,0.0,36106.0,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,252.0
8782,Audi Q5,59399.0,29/07/2022,1.0,0.0,Micro-hybride diesel,Boîte automatique 7 rapports,11.0,204.0
8783,Fiat Tipo,10999.0,30/11/2016,0.0,90978.0,Diesel,Boîte manuelle 5 rapports,5.0,95.0
8784,Audi Q3,18499.0,30/11/2015,0.0,103340.0,Diesel,Boîte manuelle 6 rapports,8.0,150.0
8785,Seat Ibiza,10999.0,26/05/2016,0.0,73855.0,,,4.0,75.0
8786,Audi A1 Sportback,25299.0,23/03/2021,0.0,18726.0,Essence,Boîte manuelle,5.0,95.0
8787,Opel Grandland X,21499.0,22/05/2020,0.0,24321.0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
8788,Peugeot 208,10999.0,16/03/2016,0.0,118049.0,Essence,Boîte manuelle 5 rapports,4.0,82.0
8789,Peugeot 3008,19999.0,30/01/2018,0.0,75429.0,Diesel,Boîte manuelle 5 rapports,5.0,100.0
8790,Peugeot 2008,13299.0,07/02/2018,0.0,106253.0,Diesel,Boîte manuelle 5 rapports,5.0,100.0
8791,Dacia Duster,21999.0,01/09/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,6.0,115.0
8792,Renault Clio 4,12499.0,26/11/2014,0.0,77935.0,Essence,Boîte automatique 6 rapports,6.0,120.0
8793,Peugeot 308,17699.0,21/11/2016,0.0,37699.0,Essence,Boîte manuelle 6 rapports,6.0,130.0
8794,Dacia Sandero,15199.0,30/10/2020,0.0,44610.0,GPL,Boîte manuelle 5 rapports,5.0,100.0
8795,Citroën C3,13599.0,22/06/2020,0.0,29619.0,Essence,Boîte manuelle 5 rapports,4.0,83.0
8796,Renault Captur,14999.0,16/07/2019,0.0,23578.0,Essence,Boîte manuelle 5 rapports,5.0,90.0
8797,Volkswagen Polo,15499.0,26/05/2016,0.0,37959.0,Essence,Boîte automatique 7 rapports,5.0,90.0
8798,Renault Twingo 3,12199.0,30/03/2017,0.0,41376.0,Essence,Boîte manuelle 5 rapports,6.0,110.0
8799,Nissan Qashqai,19999.0,28/08/2019,0.0,94130.0,Diesel,Boîte manuelle 6 rapports,6.0,115.0
8800,Renault Zoé,10299.0,23/05/2016,0.0,58255.0,188 km,Électrique,,1.0
8801,Renault Kadjar,17699.0,28/01/2020,0.0,76587.0,Diesel,Boîte manuelle 6 rapports,6.0,115.0
8802,Citroën C4 Cactus,16699.0,02/09/2020,0.0,34820.0,Essence,Boîte manuelle 6 rapports,5.0,110.0
8803,Citroën C3 Nouvelle,14999.0,22/03/2022,0.0,12220.0,Essence,Boîte manuelle 5 rapports,4.0,83.0
8804,Renault Clio 5,19499.0,15/11/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,5.0,91.0
8805,Toyota Yaris,14499.0,31/12/2019,0.0,23246.0,Essence,Boîte manuelle 5 rapports,4.0,72.0
8806,Peugeot 208 Nouvelle,18499.0,20/01/2021,0.0,19851.0,Essence,Boîte manuelle 6 rapports,5.0,100.0
8807,Volkswagen Golf 7,18999.0,13/07/2016,0.0,70392.0,Essence,Boîte automatique 7 rapports,8.0,150.0
8808,Citroën C3 Aircross,17799.0,30/08/2019,0.0,28101.0,Diesel,Boîte manuelle 6 rapports,5.0,102.0
8809,Citroën C1,11299.0,16/06/2020,0.0,15670.0,Essence,Boîte manuelle 5 rapports,4.0,72.0
8810,Ford Fiesta,12499.0,01/10/2015,0.0,40780.0,Essence,Boîte manuelle 5 rapports,7.0,140.0
8811,Peugeot 308 SW,15999.0,20/03/2018,0.0,73619.0,Diesel,Boîte manuelle 6 rapports,6.0,130.0
8812,Peugeot 108,12299.0,26/03/2018,0.0,13407.0,Essence,Boîte manuelle 5 rapports,4.0,82.0
8813,Nissan Juke,15499.0,27/07/2018,0.0,51525.0,Essence,Boîte manuelle 6 rapports,6.0,115.0
8814,Opel Corsa,19299.0,02/06/2021,0.0,14173.0,Essence,Boîte automatique 8 rapports,5.0,100.0
8815,Peugeot 2008 Nouveau,22499.0,25/02/2021,0.0,36970.0,Essence,Boîte manuelle,5.0,100.0
8816,Citroën C5 Aircross,29399.0,29/06/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,7.0,131.0
8817,Fiat 500X,15999.0,26/03/2019,0.0,28281.0,Essence,Boîte manuelle 6 rapports,6.0,120.0
8818,Peugeot 5008,28499.0,27/09/2019,0.0,54680.0,Diesel,Boîte automatique 8 rapports,6.0,130.0
8819,Toyota C-HR,25699.0,12/08/2020,0.0,19117.0,Hybride essence,Boîte automatique 1 rapport,5.0,98.0
8820,Mini Mini,18499.0,24/03/2017,0.0,39029.0,Essence,Boîte manuelle 6 rapports,5.0,102.0
8821,Audi A3 Sportback,22799.0,07/06/2018,0.0,31170.0,Diesel,Boîte manuelle,6.0,116.0
8822,Citroën C4 Picasso,18999.0,24/07/2018,0.0,77106.0,Diesel,Boîte automatique 6 rapports,6.0,120.0
8823,DS DS 3,15899.0,20/03/2018,0.0,54636.0,Essence,Boîte manuelle 5 rapports,5.0,110.0
8824,Skoda Fabia,15499.0,26/08/2020,0.0,20702.0,Essence,Boîte manuelle,,4.0
8825,Renault Captur Nouveau,16999.0,19/03/2021,0.0,40699.0,Essence,Boîte manuelle 6 rapports,5.0,90.0
8826,Volkswagen Tiguan,24999.0,18/05/2017,0.0,102000.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
8827,Peugeot 308 Nouvelle,28499.0,31/08/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
8828,BMW Série 1,29499.0,10/10/2019,0.0,48618.0,Bio éthanol / Essence,Boîte automatique 7 rapports,7.0,140.0
8829,Citroën Berlingo,25899.0,27/09/2022,0.0,631.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
8830,Volkswagen Golf,25113.0,07/01/2020,0.0,11555.0,Essence,Boîte automatique,,8.0
8831,Volkswagen T-Roc,24999.0,23/10/2018,0.0,98950.0,,,8.0,150.0
8832,Opel Corsa Nouvelle,18199.0,26/02/2021,0.0,41431.0,Essence,Boîte automatique 8 rapports,5.0,100.0
8833,Nissan Micra,20246.0,18/12/2020,0.0,5014.0,Essence,Boîte automatique,5.0,101.0
8834,Mercedes Classe A,29999.0,19/06/2018,0.0,80501.0,Essence,Boîte automatique 7 rapports,8.0,163.0
8835,Renault Scénic 4,23099.0,12/12/2019,0.0,40959.0,Diesel,Boîte manuelle,8.0,150.0
8836,Citroën C3 Aircross Nouveau,18299.0,14/06/2021,0.0,31880.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
8837,Kia Sportage,23099.0,06/02/2020,0.0,125263.0,Diesel,Boîte automatique,7.0,136.0
8838,DS DS3 CROSSBACK,28299.0,19/04/2021,0.0,15856.0,Essence,Boîte automatique 8 rapports,7.0,130.0
8839,Smart FORTWO,19499.0,22/06/2020,0.0,11711.0,118 km,Électrique,,1.0
8840,Ford PUMA,21499.0,31/08/2020,0.0,58836.0,Diesel,Boîte manuelle 6 rapports,6.0,120.0
