,Nom,Prix,Mise_en_circulation,Première Main,Kilometrage,Carburant,Boîte de vitesse,Puissance fiscale,Puissance_din
93,PEUGEOT 207,5290.0,19-05-2008,1.0,140000.0,Diesel,Boîte manuelle,4.0,70.0
94,FORD FIESTA,4980.0,18-05-2010,1.0,159200.0,Diesel,Boîte manuelle,4.0,68.0
95,FORD FIESTA,5980.0,22-03-2012,1.0,127300.0,Essence,Boîte manuelle,4.0,60.0
96,MAZDA MAZDA2,11880.0,25-09-2015,1.0,91700.0,Essence,Boîte manuelle,6.0,115.0
97,BMW SERIE 6,31890.0,02-06-2015,1.0,132000.0,Diesel,Boîte automatique,20.0,313.0
98,CITROEN C5,16890.0,13-08-2015,1.0,35500.0,Diesel,Boîte automatique,12.0,204.0
99,,,22-12-2017,1.0,61000.0,Essence,Boîte automatique,7.0,150.0
100,,,10-08-2012,1.0,88500.0,Essence,Boîte automatique,47.0,560.0
101,VOLKSWAGEN CADDY,9480.0,29-10-2013,1.0,177200.0,Diesel,Boîte manuelle,5.0,102.0
102,ALFA ROMEO GIULIETTA,17480.0,06-06-2017,1.0,60200.0,Essence,Boîte automatique,9.0,170.0
103,PEUGEOT 3008,18480.0,23-11-2018,1.0,128200.0,Essence,Boîte automatique,7.0,130.0
104,RENAULT MEGANE,12480.0,20-05-2015,1.0,90200.0,Essence,Boîte manuelle,7.0,130.0
105,PORSCHE CAYMAN,35880.0,16-05-2006,1.0,57500.0,Essence,Boîte automatique,21.0,295.0
106,RENAULT SCENIC,14980.0,23-07-2018,1.0,110600.0,Diesel,Boîte automatique,5.0,110.0
107,MERCEDES CLASSE A,18480.0,24-06-2016,1.0,86700.0,Diesel,Boîte automatique,5.0,109.0
108,DS DS5,14480.0,17-05-2017,1.0,126600.0,Diesel,Boîte automatique,6.0,120.0
109,VOLKSWAGEN T-ROC,23880.0,03-06-2020,1.0,85200.0,Diesel,Boîte automatique,8.0,150.0
110,CITROEN DS5,14880.0,10-06-2013,1.0,99300.0,Hybrides,Boîte automatique,8.0,163.0
111,BMW X1,30890.0,28-02-2018,1.0,44500.0,Essence,Boîte automatique,10.0,192.0
112,VOLKSWAGEN TOURAN,15880.0,08-12-2014,1.0,63700.0,Diesel,Boîte automatique,5.0,105.0
113,AUDI Q5,42890.0,06-06-2019,1.0,91500.0,Diesel,Boîte automatique,18.0,286.0
114,PEUGEOT 308,21880.0,09-01-2017,1.0,29700.0,Essence,Boîte manuelle,11.0,205.0
115,AUDI Q3,25880.0,30-06-2017,1.0,41000.0,Essence,Boîte automatique,8.0,150.0
116,VOLVO XC60,27880.0,28-10-2016,1.0,45500.0,Diesel,Boîte automatique,10.0,190.0
117,VOLVO XC60,34890.0,23-01-2018,1.0,102000.0,Diesel,Boîte automatique,14.0,235.0
118,MERCEDES CLA,33880.0,16-12-2019,1.0,32000.0,Diesel,Boîte automatique,6.0,116.0
119,LAND ROVER RANGE ROVER EVOQUE,24880.0,12-07-2016,1.0,115300.0,Diesel,Boîte automatique,8.0,150.0
120,LAND ROVER DISCOVERY SPORT,28480.0,26-09-2016,1.0,76800.0,Diesel,Boîte automatique,10.0,180.0
121,LAND ROVER RANGE ROVER EVOQUE,19880.0,18-10-2012,1.0,72200.0,Diesel,Boîte manuelle,8.0,150.0
122,LAND ROVER DISCOVERY SPORT,38880.0,05-05-2020,1.0,39500.0,Diesel,Boîte automatique,9.0,150.0
123,CITROEN C4 CACTUS,12880.0,16-02-2017,1.0,39800.0,Essence,Boîte manuelle,4.0,82.0
124,CITROEN C4 CACTUS,11880.0,13-10-2016,1.0,49800.0,Essence,Boîte manuelle,4.0,82.0
125,BMW X4,31880.0,06-03-2017,1.0,75200.0,Diesel,Boîte automatique,10.0,190.0
126,BMW X5 F15,48880.0,23-03-2017,1.0,38600.0,Essence / Hybrides,Boîte automatique,13.0,245.0
127,AUDI RS3 SPORTBACK,40880.0,11-02-2016,1.0,115000.0,Essence,Boîte automatique,25.0,367.0
128,AUDI A8,20880.0,25-11-2011,1.0,158200.0,Diesel,Boîte automatique,15.0,250.0
129,PEUGEOT 3008,13480.0,24-07-2015,1.0,98500.0,Essence,Boîte manuelle,7.0,130.0
130,MAZDA MX-5,23480.0,30-06-2017,1.0,39700.0,Essence,Boîte manuelle,9.0,160.0
131,TESLA MODEL 3,46880.0,19-09-2019,1.0,25000.0,Electrique,Boîte automatique,11.0,346.0
132,RENAULT MEGANE,15480.0,09-06-2016,1.0,62300.0,Diesel,Boîte manuelle,6.0,130.0
133,TOYOTA VERSO,11480.0,23-06-2009,1.0,125500.0,Diesel,Boîte automatique,9.0,150.0
134,TOYOTA iQ,7480.0,02-12-2009,1.0,60600.0,Essence,Boîte manuelle,4.0,68.0
135,VOLKSWAGEN TIGUAN,24480.0,06-10-2017,1.0,95300.0,Diesel,Boîte automatique,8.0,150.0
136,VOLKSWAGEN GOLF,27890.0,15-02-2017,1.0,103700.0,Essence,Boîte automatique,19.0,300.0
137,PEUGEOT EXPERT FOURGON,14890.0,17-10-2016,1.0,148000.0,Diesel,Boîte manuelle,5.0,115.0
138,SEAT IBIZA,4990.0,03-08-2000,1.0,12500.0,Essence,Boîte manuelle,5.0,60.0
139,RENAULT CLIO,9290.0,06-09-2017,1.0,118000.0,Diesel,Boîte manuelle,4.0,90.0
140,PEUGEOT PARTNER FOURGON,10890.0,30-12-2016,1.0,142000.0,Diesel,Boîte manuelle,7.0,100.0
141,PEUGEOT 308,,25-10-2018,1.0,68100.0,Essence,Boîte automatique,7.0,130.0
142,AUDI Q2,,12-06-2019,1.0,30800.0,Essence,Boîte automatique,8.0,150.0
143,MERCEDES CLASSE B,,18-05-2018,1.0,53000.0,Diesel,Boîte automatique,9.0,177.0
144,FORD EDGE,31880.0,15-02-2019,1.0,121000.0,Diesel,Boîte automatique,15.0,238.0
145,MERCEDES CLASSE C,13880.0,29-05-2012,1.0,183200.0,Diesel,Boîte automatique,11.0,204.0
146,AUDI A5,16880.0,07-06-2012,1.0,126200.0,Diesel,Boîte manuelle,9.0,170.0
147,PEUGEOT 208,17480.0,06-10-2020,1.0,19500.0,Essence,Boîte manuelle,5.0,100.0
148,OPEL VIVARO COMBI,23890.0,26-12-2016,1.0,108200.0,Diesel,Boîte manuelle,7.0,125.0
149,MINI MINI CLUBMAN F54,25480.0,08-12-2016,1.0,104000.0,Essence,Boîte automatique,14.0,231.0
150,LAND ROVER RANGE ROVER EVOQUE,41890.0,21-11-2019,1.0,48200.0,Diesel,Boîte automatique,10.0,180.0
151,JEEP GRAND CHEROKEE,33890.0,22-07-2013,1.0,118000.0,Essence,Boîte automatique,39.0,468.0
152,BMW SERIE 5,20480.0,30-01-2017,1.0,197600.0,Diesel,Boîte automatique,15.0,258.0
153,PEUGEOT 2008,11480.0,20-09-2013,1.0,106000.0,Diesel,Boîte manuelle,6.0,115.0
154,FIAT 500,10880.0,29-04-2016,1.0,39300.0,Essence,Boîte manuelle,4.0,69.0
155,NISSAN QASHQAI,12880.0,24-03-2014,1.0,119200.0,Diesel,Boîte manuelle,5.0,110.0
156,CITROEN BERLINGO MULTISPACE,11890.0,16-03-2017,1.0,159500.0,Essence,Boîte manuelle,6.0,110.0
157,AUDI TT,22480.0,15-11-2013,1.0,57200.0,Essence,Boîte automatique,9.0,160.0
158,AUDI S8,38890.0,27-11-2012,1.0,124200.0,Essence,Boîte automatique,42.0,520.0
159,BMW SERIE 1,19880.0,19-01-2018,1.0,71700.0,Diesel,Boîte automatique,7.0,150.0
160,PEUGEOT 208,18480.0,16-03-2021,1.0,33500.0,Essence,Boîte manuelle,5.0,100.0
161,OPEL CORSA,9880.0,02-10-2017,1.0,68500.0,Essence,Boîte manuelle,5.0,90.0
162,VOLKSWAGEN CRAFTER VAN,16890.0,16-12-2016,1.0,136000.0,Diesel,Boîte manuelle,7.0,140.0
163,KIA CEED,22480.0,15-03-2019,1.0,29000.0,Essence,Boîte automatique,7.0,140.0
164,CITROEN C4 PICASSO,13880.0,03-04-2017,1.0,80100.0,Essence,Boîte manuelle,6.0,110.0
165,MG ZS,24640.0,25-10-2022,1.0,100.0,Essence,Boîte automatique,6.0,111.0
166,VOLKSWAGEN TOURAN,6480.0,06-05-2010,1.0,186200.0,Diesel,Boîte manuelle,6.0,105.0
167,SUBARU XV,13480.0,04-07-2016,1.0,119000.0,Diesel,Boîte manuelle,8.0,147.0
168,OPEL AGILA,5980.0,30-04-2010,1.0,82300.0,Essence,Boîte manuelle,4.0,65.0
169,CHEVROLET CAPTIVA,8480.0,09-09-2008,1.0,127200.0,Essence,Boîte manuelle,9.0,136.0
170,BMW SERIE 5,,31-12-2013,1.0,16800.0,Diesel,Boîte automatique,26.0,381.0
171,ABARTH 500,,07-03-2013,1.0,94000.0,Essence,Boîte manuelle,9.0,160.0
172,RENAULT CAPTUR,,29-10-2019,1.0,10500.0,Essence,Boîte manuelle,7.0,130.0
173,AUDI RS4,77880.0,19-01-2018,1.0,76500.0,Essence,Boîte automatique,34.0,450.0
174,VOLKSWAGEN TIGUAN,18480.0,01-01-2016,1.0,72000.0,Essence,Boîte automatique,8.0,150.0
175,,,23-08-2019,1.0,15000.0,Essence,Boîte automatique,7.0,131.0
176,MERCEDES CLASSE A,33480.0,06-08-2018,1.0,39000.0,Essence,Boîte automatique,8.0,163.0
177,PEUGEOT 3008,15480.0,05-08-2016,1.0,33000.0,Diesel,Boîte manuelle,6.0,120.0
178,DS DS7 CROSSBACK,29880.0,23-03-2020,1.0,58600.0,Essence,Boîte automatique,10.0,180.0
179,,,06-09-2017,1.0,79600.0,Diesel,Boîte manuelle,5.0,75.0
180,DS DS7 CROSSBACK,29880.0,23-03-2020,1.0,58600.0,Essence,Boîte automatique,10.0,180.0
181,AUDI A6,16880.0,17-11-2011,1.0,171200.0,Diesel,Boîte automatique,10.0,177.0
182,CITROEN C3 PLURIEL,6480.0,22-07-2010,1.0,92200.0,Diesel,Boîte manuelle,4.0,70.0
183,BMW SERIE 3,12480.0,23-04-2014,1.0,147000.0,Diesel,Boîte manuelle,6.0,116.0
184,MINI MINI,23890.0,23-12-2019,1.0,42600.0,Essence,Boîte automatique,7.0,136.0
185,MINI MINI,12480.0,10-10-2008,1.0,114000.0,Essence,Boîte manuelle,12.0,211.0
186,PEUGEOT 508,14880.0,24-03-2015,1.0,103700.0,Diesel,Boîte automatique,9.0,180.0
187,MERCEDES CLASSE C,21890.0,03-09-2014,1.0,82500.0,Diesel,Boîte automatique,9.0,170.0
188,AUDI TT,12480.0,27-11-2006,1.0,124600.0,Essence,Boîte manuelle,12.0,200.0
189,AUDI A5,29480.0,13-03-2019,1.0,57700.0,Diesel,Boîte automatique,7.0,150.0
190,AUDI A4,24890.0,10-10-2016,1.0,40200.0,Essence,Boîte manuelle,8.0,150.0
191,CITROEN C3,6880.0,09-11-2012,1.0,141200.0,Essence,Boîte manuelle,4.0,82.0
192,SKODA FABIA,10480.0,18-04-2017,1.0,114600.0,Essence,Boîte manuelle,5.0,90.0
193,CHEVROLET SPARK,4480.0,08-09-2012,1.0,113200.0,Essence,Boîte manuelle,4.0,68.0
194,BMW SERIE 1,11980.0,26-10-2016,1.0,150000.0,Diesel,Boîte manuelle,5.0,95.0
195,SEAT ATECA,21880.0,31-03-2017,1.0,85200.0,Diesel,Boîte manuelle,8.0,150.0
196,FIAT DUCATO FOURGON,22890.0,19-04-2019,1.0,88000.0,Diesel,Boîte manuelle,8.0,130.0
197,BMW SERIE 1,19880.0,29-04-2016,1.0,103500.0,Diesel,Boîte automatique,12.0,224.0
198,VOLKSWAGEN T-ROC,27480.0,03-06-2020,1.0,12000.0,Essence,Boîte automatique,8.0,150.0
199,SKODA KODIAQ,30880.0,18-12-2018,1.0,61500.0,Diesel,Boîte automatique,8.0,150.0
200,MERCEDES CLASSE C,11890.0,30-06-2011,1.0,167700.0,Diesel,Boîte manuelle,11.0,204.0
201,MG ZS,24640.0,26-10-2022,1.0,10.0,Essence,Boîte automatique,5.0,106.0
202,MERCEDES CLASSE B,28880.0,14-08-2019,1.0,34200.0,Essence,Boîte automatique,7.0,136.0
203,CITROEN C3 SOCIETE,9880.0,25-07-2017,1.0,33500.0,Essence,Boîte manuelle,4.0,68.0
204,,,06-09-2016,1.0,107500.0,Diesel,Boîte automatique,4.0,90.0
205,BMW K1600,15990.0,Non,1.0,27200.0,Essence,Boîte manuelle,15.0,161.0
206,MASERATI COUPÉ,26880.0,24-05-2002,1.0,112800.0,Essence,Boîte automatique,33.0,390.0
207,DS DS7 CROSSBACK,31880.0,07-05-2018,1.0,79800.0,Diesel,Boîte automatique,9.0,180.0
208,BMW SERIE 3,14880.0,09-07-2015,1.0,168000.0,Diesel,Boîte automatique,7.0,143.0
209,AUDI A4,21890.0,30-07-2015,1.0,75000.0,Diesel,Boîte automatique,14.0,245.0
210,PEUGEOT 308,7980.0,19-04-2012,1.0,113000.0,Diesel,Boîte manuelle,5.0,92.0
211,PEUGEOT 5008,7880.0,30-01-2012,1.0,164300.0,Diesel,Boîte manuelle,6.0,112.0
212,JAGUAR XF,16480.0,06-06-2014,1.0,127900.0,Diesel,Boîte automatique,11.0,200.0
213,MINI MINI CABRIOLET,12880.0,22-07-2009,1.0,85800.0,Essence,Boîte automatique,7.0,120.0
214,JEEP WRANGLER,27880.0,02-02-2010,1.0,70800.0,Diesel,Boîte manuelle,11.0,177.0
215,MG ZS,19490.0,17-06-2022,1.0,10.0,Essence,Boîte manuelle,7.0,106.0
216,AUDI A1,16880.0,31-10-2016,1.0,79400.0,Essence,Boîte automatique,6.0,125.0
217,BMW SERIE 2,20480.0,15-02-2016,1.0,81900.0,Diesel,Boîte automatique,8.0,150.0
218,MERCEDES CLASSE GL,23880.0,29-03-2011,1.0,196300.0,Diesel,Boîte automatique,18.0,265.0
219,VOLKSWAGEN TIGUAN,30880.0,28-01-2020,1.0,25700.0,Diesel,Boîte automatique,8.0,150.0
220,AUDI Q2,24880.0,12-05-2017,1.0,32700.0,Diesel,Boîte automatique,6.0,116.0
221,VOLKSWAGEN GOLF,14980.0,16-03-2012,1.0,101700.0,Diesel,Boîte automatique,8.0,140.0
222,DACIA LOGAN,6980.0,20-10-2008,1.0,35000.0,Diesel,Boîte manuelle,4.0,70.0
223,CITROEN C4,4480.0,05-05-2009,1.0,158200.0,Diesel,Boîte manuelle,6.0,110.0
224,AUDI Q3,19480.0,06-03-2015,1.0,121200.0,Diesel,Boîte automatique,8.0,150.0
225,AUTOSTAR AUROS 17 CAPUCINE,34890.0,16-02-2009,1.0,35500.0,Diesel,Boîte manuelle,8.0,130.0
226,NISSAN QASHQAI,17480.0,29-11-2019,1.0,114200.0,Essence,Boîte manuelle,7.0,140.0
227,CITROEN C3 AIRCROSS,13890.0,21-03-2019,1.0,109200.0,Essence,Boîte manuelle,5.0,110.0
228,DACIA SANDERO,7480.0,26-06-2015,1.0,96600.0,Essence,Boîte manuelle,5.0,75.0
229,RENAULT MASTER MINIBUS,8890.0,02-11-1999,1.0,108500.0,Diesel,Boîte manuelle,8.0,80.0
230,PEUGEOT EXPERT,9890.0,29-09-2009,1.0,126400.0,Diesel,Boîte manuelle,7.0,120.0
231,LAND ROVER DEFENDER,36890.0,11-01-2008,1.0,72200.0,Diesel,Boîte manuelle,10.0,122.0
232,BMW X3,25480.0,01-12-2015,1.0,96000.0,Diesel,Boîte automatique,10.0,190.0
233,PEUGEOT 3008,24480.0,26-09-2019,1.0,112200.0,Essence,Boîte automatique,10.0,180.0
234,OPEL CROSSLAND X,14890.0,19-03-2019,1.0,96000.0,Essence,Boîte automatique,6.0,110.0
235,NISSAN QASHQAI,17690.0,25-11-2019,1.0,104000.0,Essence,Boîte manuelle,7.0,140.0
236,AUDI A3,19480.0,13-04-2017,1.0,82000.0,Diesel,Boîte automatique,6.0,116.0
237,VOLKSWAGEN COCCINELLE,11480.0,30-08-2012,1.0,177800.0,Diesel,Boîte automatique,8.0,140.0
238,SMART FORTWO,8890.0,22-12-2014,1.0,53200.0,Essence,Boîte manuelle,4.0,71.0
239,JAGUAR E-PACE,27890.0,02-04-2019,1.0,115000.0,Diesel,Boîte automatique,9.0,150.0
240,PEUGEOT 308,17480.0,12-08-2019,1.0,102400.0,Essence,Boîte automatique,7.0,130.0
241,VOLKSWAGEN T-ROC,22890.0,18-04-2019,1.0,77200.0,Diesel,Boîte manuelle,6.0,115.0
242,CITROEN C5 AIRCROSS,24890.0,15-04-2019,1.0,91800.0,Essence,Boîte automatique,10.0,181.0
243,OPEL CROSSLAND X,15890.0,26-04-2019,1.0,36200.0,Essence,Boîte manuelle,5.0,110.0
244,FIAT 500 X,14480.0,22-12-2016,1.0,52000.0,Essence,Boîte manuelle,8.0,140.0
245,PEUGEOT 3008,19890.0,16-04-2018,1.0,130700.0,Essence,Boîte automatique,7.0,130.0
246,RENAULT CLIO,11880.0,14-06-2019,1.0,35300.0,Essence,Boîte manuelle,4.0,75.0
247,VOLKSWAGEN GOLF,14480.0,16-02-2012,1.0,121500.0,Essence,Boîte automatique,9.0,160.0
248,PEUGEOT 2008,13880.0,26-02-2016,1.0,49500.0,Essence,Boîte manuelle,5.0,110.0
249,PEUGEOT 3008,8980.0,24-02-2012,1.0,94500.0,Diesel,Boîte manuelle,6.0,112.0
250,RENAULT MEGANE,15880.0,02-02-2018,1.0,56200.0,Essence,Boîte manuelle,7.0,130.0
251,TOYOTA RAV 4,25880.0,11-01-2016,1.0,78500.0,Hybrides,Boîte automatique,8.0,155.0
252,HYUNDAI IONIQ,25880.0,04-10-2019,1.0,45800.0,Hybrides,Boîte automatique,3.0,105.0
253,AUDI A6 ALLROAD,21480.0,30-04-2014,1.0,136000.0,Diesel,Boîte automatique,12.0,204.0
254,CITROEN C3,7880.0,18-12-2012,1.0,99900.0,Essence,Boîte manuelle,4.0,82.0
255,MINI MINI,15480.0,24-09-2015,1.0,109000.0,Essence,Boîte manuelle,10.0,192.0
256,NISSAN QASHQAI,18880.0,25-11-2019,1.0,100900.0,Essence,Boîte manuelle,7.0,140.0
257,VOLKSWAGEN GOLF,11480.0,28-02-2013,1.0,163000.0,Diesel,Boîte automatique,5.0,105.0
258,MINI COUNTRYMAN,24480.0,04-02-2016,1.0,71200.0,Essence,Boîte automatique,13.0,218.0
259,RENAULT MEGANE,5480.0,28-05-2010,1.0,192200.0,Diesel,Boîte manuelle,6.0,110.0
260,PEUGEOT 308,14980.0,22-03-2018,1.0,99000.0,Essence,Boîte manuelle,6.0,110.0
261,RENAULT TWINGO,8980.0,24-09-2015,1.0,50000.0,Essence,Boîte manuelle,4.0,70.0
262,MERCEDES CLASSE C,7890.0,14-04-2006,1.0,108500.0,Diesel,Boîte automatique,9.0,150.0
263,FIAT PANDA BUSINESS,6880.0,15-06-2012,1.0,58500.0,Essence,Boîte manuelle,4.0,69.0
264,RENAULT CLIO,13480.0,28-06-2013,1.0,60300.0,Essence,Boîte automatique,6.0,120.0
265,FIAT 500,13280.0,31-07-2018,1.0,30200.0,Essence,Boîte manuelle,4.0,69.0
266,RENAULT CAPTUR,11980.0,16-09-2014,1.0,76200.0,Essence,Boîte automatique,6.0,120.0
267,MERCEDES CLASSE GLK,18880.0,24-09-2012,1.0,97800.0,Diesel,Boîte automatique,10.0,170.0
268,HYUNDAI i20,11480.0,06-01-2017,1.0,82500.0,Essence,Boîte manuelle,5.0,100.0
269,FIAT 500,13880.0,24-11-2016,1.0,33700.0,Essence,Boîte automatique,4.0,85.0
270,VOLKSWAGEN COCCINELLE,14880.0,25-04-2013,1.0,147000.0,Essence,Boîte automatique,6.0,105.0
271,MAZDA 6,17880.0,15-06-2017,1.0,91600.0,Diesel,Boîte manuelle,9.0,175.0
272,VOLKSWAGEN TOURAN,21980.0,27-02-2019,1.0,84100.0,Diesel,Boîte manuelle,6.0,115.0
273,CITROEN GRAND C4 SPACETOURER,19980.0,23-07-2018,1.0,95700.0,Essence,Boîte automatique,9.0,165.0
274,AUDI A1,20480.0,23-03-2017,1.0,51300.0,Essence,Boîte automatique,6.0,125.0
275,CUPRA LEON,38880.0,15-03-2021,1.0,34800.0,Hybrides,Boîte automatique,8.0,150.0
276,BMW X3,23890.0,19-02-2013,1.0,99800.0,Diesel,Boîte automatique,16.0,258.0
277,BMW X3,49890.0,31-05-2019,1.0,116500.0,Diesel,Boîte automatique,21.0,326.0
278,BMW SERIE 3,17890.0,05-07-2011,1.0,97200.0,Essence,Boîte manuelle,8.0,143.0
279,BMW X4,31890.0,25-04-2018,1.0,80200.0,Diesel,Boîte automatique,10.0,190.0
280,BMW X1,23480.0,01-07-2016,1.0,94500.0,Diesel,Boîte automatique,8.0,150.0
281,BMW X2 F39,30480.0,29-06-2018,1.0,51000.0,Diesel,Boîte automatique,8.0,150.0
282,AUDI RS4,45890.0,26-02-2015,1.0,110700.0,Essence,Boîte automatique,35.0,450.0
283,AUDI S1,24880.0,21-07-2016,1.0,60500.0,Essence,Boîte manuelle,14.0,231.0
284,MG MARVEL R,41990.0,06-12-2022,1.0,5100.0,Electrique,Boîte automatique,0.0,288.0
285,MG MG5 ELECTRIC,31990.0,17-06-2022,1.0,5000.0,Electrique,Boîte automatique,5.0,156.0
286,MG MG5 ELECTRIC,30990.0,24-06-2022,1.0,5000.0,Electrique,Boîte automatique,5.0,156.0
287,ABARTH 595,15690.0,30-10-2015,1.0,19800.0,Essence,Boîte manuelle,8.0,140.0
288,BMW SERIE 3,18880.0,22-03-2013,1.0,153500.0,Diesel,Boîte automatique,15.0,258.0
289,MINI MINI,9980.0,25-09-2015,1.0,136900.0,Essence,Boîte manuelle,4.0,75.0
290,PEUGEOT 207,7480.0,21-02-2011,1.0,86500.0,Diesel,Boîte manuelle,6.0,112.0
291,BMW SERIE 2,15890.0,19-02-2018,1.0,136500.0,Diesel,Boîte manuelle,6.0,116.0
292,VOLKSWAGEN T-ROC,27480.0,29-08-2018,1.0,34600.0,Diesel,Boîte automatique,8.0,150.0
293,MINI MINI,26480.0,29-05-2015,1.0,8900.0,Essence,Boîte automatique,13.0,231.0
294,RENAULT TWINGO,6880.0,07-09-2012,1.0,51500.0,Essence,Boîte manuelle,4.0,75.0
295,SEAT ATECA,23880.0,11-01-2017,1.0,55700.0,Essence,Boîte automatique,8.0,150.0
296,RENAULT GRAND SCENIC,17480.0,17-04-2019,1.0,124200.0,Essence,Boîte manuelle,8.0,140.0
297,BMW SERIE 5,29480.0,29-05-2019,1.0,123000.0,Diesel,Boîte automatique,10.0,190.0
298,VOLKSWAGEN AMAROK,24890.0,26-09-2013,1.0,76000.0,Diesel,Boîte manuelle,7.0,180.0
299,TOYOTA YARIS,12480.0,03-02-2014,1.0,10300.0,Essence,Boîte manuelle,5.0,100.0
300,LOTUS ELISE,24880.0,09-02-2002,1.0,119000.0,Essence,Boîte manuelle,8.0,120.0
301,HONDA CIVIC TOURER,11480.0,29-02-2016,1.0,130500.0,Diesel,Boîte manuelle,6.0,120.0
302,AUDI Q5,32480.0,08-09-2016,1.0,77400.0,Diesel,Boîte automatique,16.0,258.0
303,MG MG4,25640.0,06-12-2022,1.0,100.0,Electrique,Boîte automatique,4.0,170.0
304,MG MG4,31640.0,06-12-2022,1.0,100.0,Electrique,Boîte automatique,5.0,204.0
305,MERCEDES CLASSE E,28480.0,14-04-2014,1.0,71500.0,Diesel,Boîte automatique,15.0,252.0
306,FIAT 500,6890.0,03-04-2013,1.0,67900.0,Essence,Boîte manuelle,4.0,69.0
307,OPEL ANTARA,7480.0,31-08-2012,1.0,151400.0,Diesel,Boîte manuelle,10.0,163.0
308,TOYOTA RAV 4,9480.0,01-06-2007,1.0,126200.0,Diesel,Boîte manuelle,8.0,136.0
309,PEUGEOT 3008,18890.0,19-06-2018,1.0,100200.0,Essence,Boîte automatique,7.0,130.0
310,CITROEN GRAND C4 PICASSO,16890.0,04-10-2016,1.0,108300.0,Essence,Boîte automatique,7.0,130.0
311,VOLVO C30,11480.0,03-10-2011,1.0,81200.0,Diesel,Boîte manuelle,8.0,150.0
312,MERCEDES CLASSE C,10480.0,19-05-2008,1.0,142700.0,Diesel,Boîte manuelle,8.0,136.0
313,FORD RANGER DOUBLE CABINE,23890.0,19-07-2016,1.0,171000.0,Diesel,Boîte automatique,11.0,200.0
314,PEUGEOT 308,11480.0,29-05-2015,1.0,135000.0,Diesel,Boîte automatique,6.0,120.0
315,VOLKSWAGEN GOLF,14480.0,15-02-2013,1.0,112500.0,Diesel,Boîte automatique,8.0,150.0
316,AUDI TT,22480.0,18-05-2016,1.0,106700.0,Essence,Boîte manuelle,10.0,180.0
317,AUDI A3,11890.0,10-02-2011,1.0,122000.0,Diesel,Boîte manuelle,5.0,105.0
318,VOLVO XC60,34880.0,08-10-2019,1.0,69500.0,Diesel,Boîte automatique,10.0,190.0
319,BMW i i8 I12,67890.0,13-02-2015,1.0,90000.0,Hybrides,Boîte automatique,11.0,231.0
320,DACIA SANDERO,13890.0,15-05-2018,1.0,17500.0,Essence,Boîte automatique,5.0,90.0
321,CITROEN C5,9880.0,07-01-2010,1.0,145800.0,Diesel,Boîte automatique,15.0,240.0
322,VOLVO V40 CROSS COUNTRY,13480.0,27-11-2014,1.0,129700.0,Diesel,Boîte manuelle,8.0,150.0
323,CITROEN C3 PICASSO,5190.0,04-09-2009,1.0,164300.0,Diesel,Boîte manuelle,5.0,90.0
324,VOLVO XC60,19480.0,21-04-2011,1.0,94500.0,Diesel,Boîte automatique,12.0,205.0
325,VOLVO S90,33890.0,20-02-2017,1.0,46900.0,Essence,Boîte automatique,21.0,320.0
326,VOLKSWAGEN TIGUAN,24480.0,29-07-2019,1.0,63500.0,Essence,Boîte manuelle,8.0,150.0
327,VOLKSWAGEN POLO,12890.0,30-11-2018,1.0,65300.0,Essence,Boîte manuelle,5.0,95.0
328,VOLKSWAGEN GOLF,8480.0,07-02-2007,1.0,185500.0,Essence,Boîte automatique,12.0,200.0
329,TOYOTA LAND CRUISER,18890.0,14-06-2001,1.0,138000.0,Diesel,Boîte manuelle,14.0,130.0
330,SKODA OCTAVIA,30480.0,13-11-2017,1.0,38500.0,Essence,Boîte automatique,14.0,245.0
331,SEAT LEON,16890.0,29-07-2015,1.0,103200.0,Diesel,Boîte automatique,8.0,150.0
332,JAGUAR XK,22880.0,09-03-2006,1.0,184500.0,Essence,Boîte automatique,21.0,304.0
333,AUDI A5,28880.0,09-10-2017,1.0,84000.0,Essence,Boîte automatique,8.0,150.0
334,BMW X1,28880.0,25-06-2018,1.0,55800.0,Essence,Boîte automatique,7.0,140.0
335,AUDI A3,29880.0,30-09-2019,1.0,53600.0,Diesel,Boîte automatique,10.0,184.0
336,MERCEDES CLASSE C,33880.0,26-08-2019,1.0,34500.0,Essence,Boîte automatique,8.0,156.0
337,BMW SERIE 3,33880.0,30-04-2019,1.0,44300.0,Diesel,Boîte automatique,7.0,150.0
338,BMW SERIE 3,36480.0,23-05-2019,1.0,28800.0,Essence,Boîte automatique,10.0,184.0
339,AUDI Q5,37480.0,25-01-2017,1.0,94800.0,Essence,Boîte automatique,15.0,252.0
340,PORSCHE 911,41880.0,14-01-2003,1.0,79200.0,Essence,Boîte automatique,23.0,320.0
341,BMW SERIE 7,45480.0,12-10-2016,1.0,97300.0,Diesel,Boîte automatique,28.0,400.0
342,RENAULT MEGANE,46480.0,14-12-2020,1.0,1000.0,Essence,Boîte manuelle,19.0,300.0
343,MERCEDES CLASSE E,47880.0,28-09-2017,1.0,55300.0,Essence,Boîte automatique,22.0,333.0
344,BMW SERIE 3,23480.0,13-03-2017,1.0,105700.0,Diesel,Boîte automatique,8.0,150.0
345,RENAULT SCENIC,8480.0,24-03-2010,1.0,122700.0,Diesel,Boîte automatique,9.0,150.0
346,PORSCHE BOXSTER,25480.0,21-03-2005,1.0,89600.0,Essence,Boîte automatique,16.0,240.0
